Reg 0 - Cid 0: menor: 0, maior: 100, mediana: 48.00, media: 48.05 e DP: 29.81
Reg 5 - Cid 53: menor: 0, maior: 100, mediana: 49.00, media: 49.53 e DP: 29.72
Reg 5 - Cid 54: menor: 0, maior: 100, mediana: 51.00, media: 50.65 e DP: 29.33
Reg 5 - Cid 55: menor: 0, maior: 100, mediana: 48.00, media: 48.87 e DP: 29.30
Reg 5 - Cid 56: menor: 0, maior: 100, mediana: 52.50, media: 51.41 e DP: 29.76
Reg 5 - Cid 57: menor: 0, maior: 100, mediana: 51.00, media: 51.39 e DP: 28.99
Reg 5 - Cid 58: menor: 0, maior: 100, mediana: 50.00, media: 50.16 e DP: 30.32
Reg 5 - Cid 59: menor: 0, maior: 100, mediana: 49.00, media: 49.28 e DP: 28.40
Reg 5 - Cid 60: menor: 0, maior: 100, mediana: 51.00, media: 50.93 e DP: 28.51
Reg 5 - Cid 61: menor: 0, maior: 100, mediana: 50.00, media: 50.41 e DP: 28.87
Reg 5 - Cid 62: menor: 0, maior: 100, mediana: 53.00, media: 51.44 e DP: 29.14
Reg 5 - Cid 63: menor: 0, maior: 100, mediana: 48.00, media: 48.73 e DP: 29.07
Reg 5 - Cid 64: menor: 0, maior: 100, mediana: 50.00, media: 50.19 e DP: 28.65
Reg 5 - Cid 65: menor: 0, maior: 100, mediana: 49.00, media: 48.70 e DP: 28.81
Reg 5 - Cid 66: menor: 0, maior: 100, mediana: 51.00, media: 50.57 e DP: 28.89
Reg 5 - Cid 67: menor: 0, maior: 100, mediana: 51.00, media: 50.55 e DP: 29.12
Reg 5 - Cid 68: menor: 0, maior: 100, mediana: 50.00, media: 50.14 e DP: 28.95
Reg 5 - Cid 69: menor: 0, maior: 100, mediana: 50.00, media: 49.98 e DP: 29.53
Reg 5 - Cid 70: menor: 0, maior: 100, mediana: 53.50, media: 50.98 e DP: 29.00
Reg 5 - Cid 71: menor: 0, maior: 100, mediana: 49.00, media: 50.15 e DP: 29.68
Reg 5 - Cid 72: menor: 0, maior: 100, mediana: 50.00, media: 49.96 e DP: 29.15
Reg 5 - Cid 73: menor: 0, maior: 100, mediana: 49.50, media: 49.59 e DP: 29.50
Reg 5 - Cid 74: menor: 0, maior: 100, mediana: 50.00, media: 49.62 e DP: 28.80
Reg 5 - Cid 75: menor: 0, maior: 100, mediana: 49.00, media: 49.10 e DP: 29.02
Reg 5 - Cid 76: menor: 0, maior: 100, mediana: 48.00, media: 49.67 e DP: 29.74
Reg 5 - Cid 77: menor: 0, maior: 100, mediana: 48.00, media: 48.91 e DP: 29.20
Reg 5 - Cid 78: menor: 0, maior: 100, mediana: 51.00, media: 50.73 e DP: 29.54
Reg 5 - Cid 79: menor: 0, maior: 100, mediana: 46.50, media: 48.49 e DP: 29.06
Reg 5 - Cid 80: menor: 0, maior: 100, mediana: 48.00, media: 49.13 e DP: 28.87
Reg 5 - Cid 81: menor: 0, maior: 100, mediana: 50.00, media: 50.19 e DP: 27.71
Reg 5 - Cid 82: menor: 0, maior: 100, mediana: 51.00, media: 50.32 e DP: 29.63
Reg 5 - Cid 83: menor: 0, maior: 100, mediana: 51.00, media: 49.98 e DP: 28.82
Reg 5 - Cid 84: menor: 0, maior: 100, mediana: 51.00, media: 50.32 e DP: 29.34
Reg 5 - Cid 85: menor: 0, maior: 100, mediana: 47.00, media: 48.87 e DP: 28.83
Reg 5 - Cid 86: menor: 0, maior: 100, mediana: 50.00, media: 50.15 e DP: 29.38
Reg 5 - Cid 87: menor: 0, maior: 100, mediana: 50.00, media: 50.18 e DP: 29.49
Reg 5 - Cid 88: menor: 0, maior: 100, mediana: 50.00, media: 50.89 e DP: 29.11
Reg 5 - Cid 89: menor: 0, maior: 100, mediana: 49.00, media: 50.13 e DP: 29.18
Reg 5 - Cid 90: menor: 0, maior: 100, mediana: 48.00, media: 49.09 e DP: 29.48
Reg 5 - Cid 91: menor: 0, maior: 100, mediana: 51.00, media: 50.69 e DP: 29.68
Reg 5 - Cid 92: menor: 0, maior: 100, mediana: 50.00, media: 49.38 e DP: 28.96
Reg 5 - Cid 93: menor: 0, maior: 100, mediana: 50.00, media: 50.02 e DP: 28.27
Reg 5 - Cid 94: menor: 0, maior: 100, mediana: 49.00, media: 49.25 e DP: 29.56
Reg 5 - Cid 95: menor: 0, maior: 100, mediana: 51.00, media: 50.74 e DP: 29.44
Reg 5 - Cid 96: menor: 0, maior: 100, mediana: 52.00, media: 50.08 e DP: 28.65
Reg 5 - Cid 97: menor: 0, maior: 100, mediana: 51.00, media: 51.25 e DP: 28.87
Reg 5 - Cid 98: menor: 0, maior: 100, mediana: 47.00, media: 49.38 e DP: 29.78
Reg 5 - Cid 99: menor: 0, maior: 100, mediana: 50.00, media: 49.48 e DP: 29.45
Reg 5 - Cid 100: menor: 0, maior: 100, mediana: 48.00, media: 48.91 e DP: 29.33
Reg 6 - Cid 0: menor: 0, maior: 100, mediana: 51.00, media: 51.03 e DP: 29.04
Reg 6 - Cid 1: menor: 0, maior: 100, mediana: 52.00, media: 51.29 e DP: 29.36
Reg 6 - Cid 2: menor: 0, maior: 100, mediana: 52.00, media: 50.57 e DP: 30.11
Reg 6 - Cid 3: menor: 0, maior: 100, mediana: 51.00, media: 50.96 e DP: 28.87
Reg 6 - Cid 4: menor: 0, maior: 100, mediana: 50.00, media: 50.67 e DP: 30.12
Reg 6 - Cid 5: menor: 0, maior: 100, mediana: 46.00, media: 48.87 e DP: 29.19
Reg 6 - Cid 6: menor: 0, maior: 100, mediana: 50.50, media: 49.97 e DP: 29.54
Reg 6 - Cid 7: menor: 0, maior: 100, mediana: 51.00, media: 50.91 e DP: 29.57
Reg 6 - Cid 8: menor: 0, maior: 100, mediana: 52.00, media: 50.72 e DP: 29.73
Reg 6 - Cid 9: menor: 0, maior: 100, mediana: 50.50, media: 50.44 e DP: 28.75
Reg 6 - Cid 10: menor: 0, maior: 100, mediana: 46.50, media: 48.91 e DP: 29.30
Reg 6 - Cid 11: menor: 0, maior: 100, mediana: 50.00, media: 49.89 e DP: 29.58
Reg 6 - Cid 12: menor: 0, maior: 100, mediana: 48.00, media: 48.62 e DP: 29.33
Reg 6 - Cid 13: menor: 0, maior: 100, mediana: 50.00, media: 50.03 e DP: 29.02
Reg 6 - Cid 14: menor: 0, maior: 100, mediana: 48.50, media: 48.53 e DP: 29.26
Reg 6 - Cid 15: menor: 0, maior: 100, mediana: 49.00, media: 49.01 e DP: 28.62
Reg 6 - Cid 16: menor: 0, maior: 100, mediana: 48.00, media: 48.56 e DP: 29.17
Reg 6 - Cid 17: menor: 0, maior: 100, mediana: 51.00, media: 51.23 e DP: 29.11
Reg 6 - Cid 18: menor: 0, maior: 100, mediana: 51.00, media: 49.86 e DP: 28.80
Reg 6 - Cid 19: menor: 0, maior: 100, mediana: 50.00, media: 49.99 e DP: 29.11
Reg 6 - Cid 20: menor: 0, maior: 100, mediana: 52.00, media: 51.29 e DP: 28.86
Reg 6 - Cid 21: menor: 0, maior: 100, mediana: 53.00, media: 51.41 e DP: 29.15
Reg 6 - Cid 22: menor: 0, maior: 100, mediana: 47.00, media: 47.87 e DP: 28.52
Reg 6 - Cid 23: menor: 0, maior: 100, mediana: 50.00, media: 49.67 e DP: 28.94
Reg 6 - Cid 24: menor: 0, maior: 100, mediana: 49.00, media: 49.56 e DP: 28.95
Reg 6 - Cid 25: menor: 0, maior: 100, mediana: 49.00, media: 49.98 e DP: 29.78
Reg 6 - Cid 26: menor: 0, maior: 100, mediana: 50.00, media: 49.78 e DP: 29.87
Reg 6 - Cid 27: menor: 0, maior: 100, mediana: 50.00, media: 50.55 e DP: 29.97
Reg 6 - Cid 28: menor: 0, maior: 100, mediana: 52.00, media: 50.20 e DP: 28.74
Reg 6 - Cid 29: menor: 0, maior: 100, mediana: 53.00, media: 51.24 e DP: 29.49
Reg 6 - Cid 30: menor: 0, maior: 100, mediana: 53.50, media: 52.01 e DP: 28.84
Reg 6 - Cid 31: menor: 0, maior: 100, mediana: 49.50, media: 50.35 e DP: 29.54
Reg 6 - Cid 32: menor: 0, maior: 100, mediana: 50.00, media: 49.87 e DP: 28.46
Reg 6 - Cid 33: menor: 0, maior: 100, mediana: 52.00, media: 50.89 e DP: 29.97
Reg 6 - Cid 34: menor: 0, maior: 100, mediana: 51.00, media: 50.96 e DP: 28.78
Reg 6 - Cid 35: menor: 0, maior: 100, mediana: 48.50, media: 49.87 e DP: 28.96
Reg 6 - Cid 36: menor: 0, maior: 100, mediana: 50.50, media: 50.01 e DP: 28.88
Reg 6 - Cid 37: menor: 0, maior: 100, mediana: 51.00, media: 49.77 e DP: 30.02
Reg 6 - Cid 38: menor: 0, maior: 100, mediana: 51.00, media: 50.98 e DP: 29.63
Reg 6 - Cid 39: menor: 0, maior: 100, mediana: 49.00, media: 49.44 e DP: 28.41
Reg 6 - Cid 40: menor: 0, maior: 100, mediana: 51.00, media: 51.07 e DP: 29.10
Reg 6 - Cid 41: menor: 0, maior: 100, mediana: 49.00, media: 49.99 e DP: 28.56
Reg 6 - Cid 42: menor: 0, maior: 100, mediana: 51.00, media: 50.05 e DP: 29.73
Reg 6 - Cid 43: menor: 0, maior: 100, mediana: 50.00, media: 50.33 e DP: 29.72
Reg 6 - Cid 44: menor: 0, maior: 100, mediana: 49.00, media: 49.07 e DP: 28.95
Reg 6 - Cid 45: menor: 0, maior: 100, mediana: 51.00, media: 50.72 e DP: 29.19
Reg 6 - Cid 46: menor: 0, maior: 100, mediana: 49.00, media: 48.98 e DP: 29.27
Reg 6 - Cid 47: menor: 0, maior: 100, mediana: 51.00, media: 49.94 e DP: 29.24
Reg 6 - Cid 48: menor: 0, maior: 100, mediana: 50.00, media: 49.89 e DP: 29.49
Reg 6 - Cid 49: menor: 0, maior: 100, mediana: 50.00, media: 49.57 e DP: 29.47
Reg 6 - Cid 50: menor: 0, maior: 100, mediana: 49.00, media: 49.43 e DP: 29.29
Reg 6 - Cid 51: menor: 0, maior: 100, mediana: 50.00, media: 49.70 e DP: 29.18
Reg 6 - Cid 52: menor: 0, maior: 100, mediana: 52.00, media: 51.24 e DP: 29.22
Reg 6 - Cid 53: menor: 0, maior: 100, mediana: 51.00, media: 51.05 e DP: 28.94
Reg 6 - Cid 54: menor: 0, maior: 100, mediana: 50.00, media: 50.24 e DP: 29.29
Reg 6 - Cid 55: menor: 0, maior: 100, mediana: 47.00, media: 49.04 e DP: 29.48
Reg 6 - Cid 56: menor: 0, maior: 100, mediana: 48.00, media: 49.25 e DP: 28.83
Reg 6 - Cid 57: menor: 0, maior: 100, mediana: 51.00, media: 49.25 e DP: 28.47
Reg 6 - Cid 58: menor: 0, maior: 100, mediana: 49.00, media: 49.85 e DP: 29.08
Reg 6 - Cid 59: menor: 0, maior: 100, mediana: 50.00, media: 50.34 e DP: 29.29
Reg 6 - Cid 60: menor: 0, maior: 100, mediana: 52.00, media: 51.48 e DP: 28.90
Reg 6 - Cid 61: menor: 0, maior: 100, mediana: 50.00, media: 50.50 e DP: 28.33
Reg 6 - Cid 62: menor: 0, maior: 100, mediana: 51.00, media: 50.88 e DP: 29.47
Reg 6 - Cid 63: menor: 0, maior: 100, mediana: 51.00, media: 49.73 e DP: 28.78
Reg 6 - Cid 64: menor: 0, maior: 100, mediana: 50.00, media: 49.83 e DP: 29.63
Reg 6 - Cid 65: menor: 0, maior: 100, mediana: 50.00, media: 49.60 e DP: 29.10
Reg 6 - Cid 66: menor: 0, maior: 100, mediana: 47.00, media: 47.77 e DP: 28.92
Reg 6 - Cid 67: menor: 0, maior: 100, mediana: 51.00, media: 50.16 e DP: 28.53
Reg 6 - Cid 68: menor: 0, maior: 100, mediana: 52.00, media: 51.24 e DP: 29.44
Reg 6 - Cid 69: menor: 0, maior: 100, mediana: 49.00, media: 49.37 e DP: 29.16
Reg 6 - Cid 70: menor: 0, maior: 100, mediana: 50.50, media: 50.64 e DP: 29.04
Reg 6 - Cid 71: menor: 0, maior: 100, mediana: 50.00, media: 50.12 e DP: 28.66
Reg 6 - Cid 72: menor: 0, maior: 100, mediana: 49.50, media: 49.99 e DP: 29.49
Reg 6 - Cid 73: menor: 0, maior: 100, mediana: 48.00, media: 48.59 e DP: 28.79
Reg 6 - Cid 74: menor: 0, maior: 100, mediana: 49.00, media: 49.41 e DP: 29.23
Reg 6 - Cid 75: menor: 0, maior: 100, mediana: 52.00, media: 51.31 e DP: 28.68
Reg 6 - Cid 76: menor: 0, maior: 100, mediana: 51.00, media: 50.92 e DP: 28.98
Reg 6 - Cid 77: menor: 0, maior: 100, mediana: 47.00, media: 48.43 e DP: 29.54
Reg 6 - Cid 78: menor: 0, maior: 100, mediana: 49.00, media: 49.45 e DP: 28.65
Reg 6 - Cid 79: menor: 0, maior: 100, mediana: 50.50, media: 50.41 e DP: 29.53
Reg 6 - Cid 80: menor: 0, maior: 100, mediana: 49.00, media: 48.66 e DP: 29.28
Reg 6 - Cid 81: menor: 0, maior: 100, mediana: 51.00, media: 50.26 e DP: 29.28
Reg 6 - Cid 82: menor: 0, maior: 100, mediana: 50.00, media: 50.01 e DP: 29.27
Reg 6 - Cid 83: menor: 0, maior: 100, mediana: 51.00, media: 50.11 e DP: 29.54
Reg 6 - Cid 84: menor: 0, maior: 100, mediana: 51.00, media: 50.22 e DP: 29.26
Reg 6 - Cid 85: menor: 0, maior: 100, mediana: 47.00, media: 48.63 e DP: 28.69
Reg 6 - Cid 86: menor: 0, maior: 100, mediana: 52.00, media: 50.77 e DP: 29.36
Reg 6 - Cid 87: menor: 0, maior: 100, mediana: 49.00, media: 48.38 e DP: 28.11
Reg 6 - Cid 88: menor: 0, maior: 100, mediana: 48.00, media: 49.75 e DP: 29.45
Reg 6 - Cid 89: menor: 0, maior: 100, mediana: 51.00, media: 51.43 e DP: 29.77
Reg 6 - Cid 90: menor: 0, maior: 100, mediana: 50.00, media: 49.59 e DP: 29.60
Reg 6 - Cid 91: menor: 0, maior: 100, mediana: 48.50, media: 49.11 e DP: 29.33
Reg 6 - Cid 92: menor: 0, maior: 100, mediana: 46.00, media: 47.84 e DP: 28.62
Reg 6 - Cid 93: menor: 0, maior: 100, mediana: 50.00, media: 50.38 e DP: 29.35
Reg 6 - Cid 94: menor: 0, maior: 100, mediana: 49.00, media: 50.07 e DP: 28.87
Reg 6 - Cid 95: menor: 0, maior: 100, mediana: 52.00, media: 51.06 e DP: 29.01
Reg 6 - Cid 96: menor: 0, maior: 100, mediana: 48.00, media: 49.45 e DP: 29.32
Reg 6 - Cid 97: menor: 0, maior: 100, mediana: 51.00, media: 50.92 e DP: 29.86
Reg 6 - Cid 98: menor: 0, maior: 100, mediana: 48.00, media: 49.19 e DP: 30.10
Reg 6 - Cid 99: menor: 0, maior: 100, mediana: 49.00, media: 50.21 e DP: 29.31
Reg 6 - Cid 100: menor: 0, maior: 100, mediana: 50.00, media: 49.37 e DP: 29.17
Reg 7 - Cid 0: menor: 0, maior: 100, mediana: 50.00, media: 49.47 e DP: 29.46
Reg 7 - Cid 1: menor: 0, maior: 100, mediana: 50.00, media: 50.17 e DP: 29.90
Reg 7 - Cid 2: menor: 0, maior: 100, mediana: 50.00, media: 50.31 e DP: 29.05
Reg 7 - Cid 3: menor: 0, maior: 100, mediana: 46.00, media: 48.20 e DP: 29.47
Reg 7 - Cid 4: menor: 0, maior: 100, mediana: 51.00, media: 50.99 e DP: 29.54
Reg 7 - Cid 5: menor: 0, maior: 100, mediana: 50.00, media: 50.56 e DP: 29.13
Reg 7 - Cid 6: menor: 0, maior: 100, mediana: 48.00, media: 48.40 e DP: 29.40
Reg 7 - Cid 7: menor: 0, maior: 100, mediana: 49.50, media: 50.39 e DP: 28.46
Reg 7 - Cid 8: menor: 0, maior: 100, mediana: 51.00, media: 51.30 e DP: 28.82
Reg 7 - Cid 9: menor: 0, maior: 100, mediana: 51.00, media: 51.12 e DP: 29.22
Reg 7 - Cid 10: menor: 0, maior: 100, mediana: 48.00, media: 49.26 e DP: 29.13
Reg 7 - Cid 11: menor: 0, maior: 100, mediana: 50.00, media: 49.44 e DP: 29.63
Reg 7 - Cid 12: menor: 0, maior: 100, mediana: 52.00, media: 50.89 e DP: 29.30
Reg 7 - Cid 13: menor: 0, maior: 100, mediana: 52.00, media: 51.25 e DP: 29.61
Reg 7 - Cid 14: menor: 0, maior: 100, mediana: 52.00, media: 51.35 e DP: 28.88
Reg 7 - Cid 15: menor: 0, maior: 100, mediana: 52.00, media: 50.75 e DP: 29.55
Reg 7 - Cid 16: menor: 0, maior: 100, mediana: 51.00, media: 49.74 e DP: 29.12
Reg 7 - Cid 17: menor: 0, maior: 100, mediana: 49.00, media: 49.59 e DP: 28.64
Reg 7 - Cid 18: menor: 0, maior: 100, mediana: 53.00, media: 51.89 e DP: 29.63
Reg 7 - Cid 19: menor: 0, maior: 100, mediana: 48.50, media: 49.25 e DP: 28.99
Reg 7 - Cid 20: menor: 0, maior: 100, mediana: 48.00, media: 49.09 e DP: 28.88
Reg 7 - Cid 21: menor: 0, maior: 100, mediana: 51.50, media: 51.44 e DP: 29.13
Reg 7 - Cid 22: menor: 0, maior: 100, mediana: 54.00, media: 51.48 e DP: 29.63
Reg 7 - Cid 23: menor: 0, maior: 100, mediana: 50.50, media: 50.20 e DP: 28.54
Reg 7 - Cid 24: menor: 0, maior: 100, mediana: 49.00, media: 50.05 e DP: 29.10
Reg 7 - Cid 25: menor: 0, maior: 100, mediana: 50.00, media: 49.22 e DP: 29.22
Reg 7 - Cid 26: menor: 0, maior: 100, mediana: 51.00, media: 49.99 e DP: 29.02
Reg 7 - Cid 27: menor: 0, maior: 100, mediana: 50.00, media: 50.03 e DP: 29.41
Reg 7 - Cid 28: menor: 0, maior: 100, mediana: 47.00, media: 49.29 e DP: 29.43
Reg 7 - Cid 29: menor: 0, maior: 100, mediana: 48.00, media: 49.71 e DP: 29.18
Reg 7 - Cid 30: menor: 0, maior: 100, mediana: 51.00, media: 49.78 e DP: 29.71
Reg 7 - Cid 31: menor: 0, maior: 100, mediana: 49.00, media: 48.63 e DP: 28.39
Reg 7 - Cid 32: menor: 0, maior: 100, mediana: 50.50, media: 50.37 e DP: 29.33
Reg 7 - Cid 33: menor: 0, maior: 100, mediana: 50.00, media: 49.84 e DP: 28.92
Reg 7 - Cid 34: menor: 0, maior: 100, mediana: 51.00, media: 49.22 e DP: 28.71
Reg 7 - Cid 35: menor: 0, maior: 100, mediana: 45.50, media: 48.11 e DP: 29.01
Reg 7 - Cid 36: menor: 0, maior: 100, mediana: 50.00, media: 50.13 e DP: 29.70
Reg 7 - Cid 37: menor: 0, maior: 100, mediana: 49.00, media: 49.75 e DP: 29.57
Reg 7 - Cid 38: menor: 0, maior: 100, mediana: 50.00, media: 49.41 e DP: 28.64
Reg 7 - Cid 39: menor: 0, maior: 100, mediana: 48.00, media: 48.95 e DP: 28.54
Reg 7 - Cid 40: menor: 0, maior: 100, mediana: 51.00, media: 50.89 e DP: 29.52
Reg 7 - Cid 41: menor: 0, maior: 100, mediana: 51.00, media: 50.29 e DP: 29.10
Reg 7 - Cid 42: menor: 0, maior: 100, mediana: 48.00, media: 48.57 e DP: 28.99
Reg 7 - Cid 43: menor: 0, maior: 100, mediana: 53.00, media: 50.94 e DP: 28.85
Reg 7 - Cid 44: menor: 0, maior: 100, mediana: 51.00, media: 49.35 e DP: 28.78
Reg 7 - Cid 45: menor: 0, maior: 100, mediana: 51.00, media: 50.45 e DP: 29.26
Reg 7 - Cid 46: menor: 0, maior: 100, mediana: 47.00, media: 47.98 e DP: 29.41
Reg 7 - Cid 47: menor: 0, maior: 100, mediana: 49.00, media: 49.13 e DP: 28.98
Reg 7 - Cid 48: menor: 0, maior: 100, mediana: 49.00, media: 49.30 e DP: 29.13
Reg 7 - Cid 49: menor: 0, maior: 100, mediana: 55.00, media: 52.25 e DP: 29.11
Reg 7 - Cid 50: menor: 0, maior: 100, mediana: 51.00, media: 51.39 e DP: 29.11
Reg 7 - Cid 51: menor: 0, maior: 100, mediana: 50.00, media: 50.37 e DP: 28.89
Reg 7 - Cid 52: menor: 0, maior: 100, mediana: 47.00, media: 48.54 e DP: 28.73
Reg 7 - Cid 53: menor: 0, maior: 100, mediana: 52.00, media: 51.12 e DP: 29.06
Reg 7 - Cid 54: menor: 0, maior: 100, mediana: 50.00, media: 50.01 e DP: 30.25
Reg 7 - Cid 55: menor: 0, maior: 100, mediana: 52.00, media: 51.92 e DP: 28.97
Reg 7 - Cid 56: menor: 0, maior: 100, mediana: 50.00, media: 49.42 e DP: 29.70
Reg 7 - Cid 57: menor: 0, maior: 100, mediana: 48.00, media: 49.26 e DP: 29.16
Reg 7 - Cid 58: menor: 0, maior: 100, mediana: 51.00, media: 50.65 e DP: 29.73
Reg 7 - Cid 59: menor: 0, maior: 100, mediana: 50.50, media: 50.72 e DP: 29.53
Reg 7 - Cid 60: menor: 0, maior: 100, mediana: 51.00, media: 49.63 e DP: 29.26
Reg 7 - Cid 61: menor: 0, maior: 100, mediana: 49.00, media: 49.91 e DP: 28.45
Reg 7 - Cid 62: menor: 0, maior: 100, mediana: 49.50, media: 49.03 e DP: 30.24
Reg 7 - Cid 63: menor: 0, maior: 100, mediana: 49.00, media: 49.69 e DP: 28.69
Reg 7 - Cid 64: menor: 0, maior: 100, mediana: 47.00, media: 48.94 e DP: 29.42
Reg 7 - Cid 65: menor: 0, maior: 100, mediana: 51.00, media: 50.70 e DP: 29.14
Reg 7 - Cid 66: menor: 0, maior: 100, mediana: 52.00, media: 50.75 e DP: 28.62
Reg 7 - Cid 67: menor: 0, maior: 100, mediana: 46.00, media: 48.55 e DP: 29.36
Reg 7 - Cid 68: menor: 0, maior: 100, mediana: 50.00, media: 49.44 e DP: 29.12
Reg 7 - Cid 69: menor: 0, maior: 100, mediana: 50.00, media: 50.23 e DP: 28.82
Reg 7 - Cid 70: menor: 0, maior: 100, mediana: 49.00, media: 49.69 e DP: 29.13
Reg 7 - Cid 71: menor: 0, maior: 100, mediana: 50.00, media: 50.85 e DP: 28.26
Reg 7 - Cid 72: menor: 0, maior: 100, mediana: 51.00, media: 50.72 e DP: 29.24
Reg 7 - Cid 73: menor: 0, maior: 100, mediana: 49.00, media: 49.45 e DP: 29.14
Reg 7 - Cid 74: menor: 0, maior: 100, mediana: 49.00, media: 49.89 e DP: 28.54
Reg 7 - Cid 75: menor: 0, maior: 100, mediana: 50.00, media: 50.52 e DP: 28.92
Reg 7 - Cid 76: menor: 0, maior: 100, mediana: 49.00, media: 49.42 e DP: 29.16
Reg 7 - Cid 77: menor: 0, maior: 100, mediana: 49.00, media: 49.40 e DP: 29.55
Reg 7 - Cid 78: menor: 0, maior: 100, mediana: 50.00, media: 49.60 e DP: 28.66
Reg 7 - Cid 79: menor: 0, maior: 100, mediana: 51.00, media: 50.81 e DP: 29.20
Reg 7 - Cid 80: menor: 0, maior: 100, mediana: 50.00, media: 49.96 e DP: 29.14
Reg 7 - Cid 81: menor: 0, maior: 100, mediana: 48.00, media: 48.04 e DP: 28.78
Reg 7 - Cid 82: menor: 0, maior: 100, mediana: 49.00, media: 50.16 e DP: 28.92
Reg 7 - Cid 83: menor: 0, maior: 100, mediana: 53.00, media: 52.34 e DP: 28.93
Reg 7 - Cid 84: menor: 0, maior: 100, mediana: 48.50, media: 49.72 e DP: 28.15
Reg 7 - Cid 85: menor: 0, maior: 100, mediana: 51.00, media: 50.66 e DP: 29.96
Reg 7 - Cid 86: menor: 0, maior: 100, mediana: 51.00, media: 50.89 e DP: 29.18
Reg 7 - Cid 87: menor: 0, maior: 100, mediana: 51.00, media: 50.17 e DP: 29.26
Reg 7 - Cid 88: menor: 0, maior: 100, mediana: 52.00, media: 50.71 e DP: 28.53
Reg 7 - Cid 89: menor: 0, maior: 100, mediana: 51.00, media: 50.88 e DP: 28.58
Reg 7 - Cid 90: menor: 0, maior: 100, mediana: 53.00, media: 51.48 e DP: 28.66
Reg 7 - Cid 91: menor: 0, maior: 100, mediana: 49.00, media: 49.77 e DP: 28.88
Reg 7 - Cid 92: menor: 0, maior: 100, mediana: 51.00, media: 51.04 e DP: 29.39
Reg 7 - Cid 93: menor: 0, maior: 100, mediana: 49.00, media: 49.35 e DP: 28.69
Reg 7 - Cid 94: menor: 0, maior: 100, mediana: 47.00, media: 49.53 e DP: 29.30
Reg 7 - Cid 95: menor: 0, maior: 100, mediana: 50.00, media: 48.91 e DP: 29.23
Reg 7 - Cid 96: menor: 0, maior: 100, mediana: 50.00, media: 50.01 e DP: 28.78
Reg 7 - Cid 97: menor: 0, maior: 100, mediana: 50.00, media: 50.98 e DP: 29.98
Reg 7 - Cid 98: menor: 0, maior: 100, mediana: 52.00, media: 50.70 e DP: 29.08
Reg 7 - Cid 99: menor: 0, maior: 100, mediana: 50.00, media: 50.94 e DP: 28.85
Reg 7 - Cid 100: menor: 0, maior: 100, mediana: 50.00, media: 49.89 e DP: 28.98
Reg 8 - Cid 0: menor: 0, maior: 100, mediana: 48.00, media: 48.55 e DP: 29.42
Reg 8 - Cid 1: menor: 0, maior: 100, mediana: 52.00, media: 51.63 e DP: 29.79
Reg 8 - Cid 2: menor: 0, maior: 100, mediana: 51.50, media: 51.20 e DP: 29.30
Reg 8 - Cid 3: menor: 0, maior: 100, mediana: 49.00, media: 49.27 e DP: 29.36
Reg 8 - Cid 4: menor: 0, maior: 100, mediana: 54.00, media: 52.26 e DP: 28.56
Reg 8 - Cid 5: menor: 0, maior: 100, mediana: 49.00, media: 50.40 e DP: 29.11
Reg 8 - Cid 6: menor: 0, maior: 100, mediana: 49.00, media: 49.65 e DP: 29.28
Reg 8 - Cid 7: menor: 0, maior: 100, mediana: 52.00, media: 50.24 e DP: 29.17
Reg 8 - Cid 8: menor: 0, maior: 100, mediana: 51.00, media: 50.52 e DP: 29.37
Reg 8 - Cid 9: menor: 0, maior: 100, mediana: 49.00, media: 49.58 e DP: 29.01
Reg 8 - Cid 10: menor: 0, maior: 100, mediana: 48.00, media: 48.38 e DP: 28.51
Reg 8 - Cid 11: menor: 0, maior: 100, mediana: 49.00, media: 49.56 e DP: 28.93
Reg 8 - Cid 12: menor: 0, maior: 100, mediana: 50.50, media: 49.41 e DP: 28.97
Reg 8 - Cid 13: menor: 0, maior: 100, mediana: 49.00, media: 49.33 e DP: 29.62
Reg 8 - Cid 14: menor: 0, maior: 100, mediana: 50.00, media: 49.80 e DP: 29.06
Reg 8 - Cid 15: menor: 0, maior: 100, mediana: 51.50, media: 50.37 e DP: 28.53
Reg 8 - Cid 16: menor: 0, maior: 100, mediana: 49.00, media: 49.81 e DP: 29.45
Reg 8 - Cid 17: menor: 0, maior: 100, mediana: 49.00, media: 48.66 e DP: 29.44
Reg 8 - Cid 18: menor: 0, maior: 100, mediana: 52.00, media: 50.64 e DP: 29.56
Reg 8 - Cid 19: menor: 0, maior: 100, mediana: 49.00, media: 49.83 e DP: 28.53
Reg 8 - Cid 20: menor: 0, maior: 100, mediana: 53.00, media: 51.93 e DP: 29.21
Reg 8 - Cid 21: menor: 0, maior: 100, mediana: 49.50, media: 49.04 e DP: 28.36
Reg 8 - Cid 22: menor: 0, maior: 100, mediana: 50.50, media: 50.04 e DP: 29.47
Reg 8 - Cid 23: menor: 0, maior: 100, mediana: 49.00, media: 49.12 e DP: 28.18
Reg 8 - Cid 24: menor: 0, maior: 100, mediana: 49.50, media: 50.07 e DP: 29.64
Reg 8 - Cid 25: menor: 0, maior: 100, mediana: 49.50, media: 49.02 e DP: 28.70
Reg 8 - Cid 26: menor: 0, maior: 100, mediana: 51.00, media: 50.82 e DP: 29.23
Reg 8 - Cid 27: menor: 0, maior: 100, mediana: 49.00, media: 49.53 e DP: 29.12
Reg 8 - Cid 28: menor: 0, maior: 100, mediana: 50.00, media: 50.47 e DP: 28.80
